query_id	 spl_est	 spl_ci	 aqpp_est	 aqpp_ci	 real_value	 selectively	 time_spl	 time_aqpp	 time_direct	 error_spl	 error_aqpp	  blb_filtering	 blb_resampling	 blb_aggregation	 full_blb
151	766034078040.029663	11822557731.649513	-1.000000	1147065679.121558	18568744461.439999	0.026177	0.030000	0.596000	0.039000	0.636691	0.061774	0.000000	0.000000	0.000000	0.000000
152	686038775760.145752	13909957475.315418	-1.000000	1360980703.232038	18568744461.439999	0.025733	0.030000	0.595000	0.037000	0.749106	0.073294	0.000000	0.000000	0.000000	0.000000
153	712970859239.927612	13145189315.463779	-1.000000	788258089.413782	18568744461.439999	0.027693	0.030000	0.726000	0.039000	0.707920	0.042451	0.000000	0.000000	0.000000	0.000000
154	159732688500.009155	5455765686.466430	-1.000000	662280266.164696	18568744461.439999	0.005458	0.024000	0.613000	0.037000	0.293814	0.035666	0.000000	0.000000	0.000000	0.000000
155	539863099419.962036	11870755631.238554	-1.000000	1856970314.257205	18568744461.439999	0.015160	0.044000	1.098000	0.037000	0.639287	0.100005	0.000000	0.000000	0.000000	0.000000
156	312783429419.993286	7614401093.518492	-1.000000	1520222814.462307	18568744461.439999	0.010688	0.025000	0.534000	0.038000	0.410065	0.081870	0.000000	0.000000	0.000000	0.000000
157	734856001919.913818	18150030528.415550	-1.000000	952904066.719736	18568744461.439999	0.010387	0.024000	0.494000	0.044000	0.977451	0.051318	0.000000	0.000000	0.000000	0.000000
158	314783136359.992188	7638438936.980854	-1.000000	1051454068.426867	18568744461.439999	0.010757	0.025000	0.505000	0.037000	0.411360	0.056625	0.000000	0.000000	0.000000	0.000000
159	250938834300.015839	6827491810.404593	-1.000000	2181065919.579197	18568744461.439999	0.008575	0.024000	0.517000	0.035000	0.367687	0.117459	0.000000	0.000000	0.000000	0.000000
160	895283429040.118042	12752066903.896627	-1.000000	2118186721.442673	18568744461.439999	0.030593	0.024000	0.537000	0.036000	0.686749	0.114073	0.000000	0.000000	0.000000	0.000000
161	721016285219.998779	11478963880.012281	-1.000000	1707362399.515899	18568744461.439999	0.024638	0.027000	0.584000	0.041000	0.618187	0.091948	0.000000	0.000000	0.000000	0.000000
162	399161014559.946838	8588930722.624552	-1.000000	1278890879.334509	18568744461.439999	0.013640	0.021000	0.534000	0.042000	0.462548	0.068873	0.000000	0.000000	0.000000	0.000000
163	643942334159.958008	17001275547.233007	-1.000000	730848320.276781	18568744461.439999	0.009102	0.022000	0.611000	0.039000	0.915586	0.039359	0.000000	0.000000	0.000000	0.000000
164	1393308003779.677734	15768046830.747391	-1.000000	1584912777.129122	18568744461.439999	0.047612	0.023000	0.555000	0.036000	0.849171	0.085354	0.000000	0.000000	0.000000	0.000000
165	1209223635120.171875	19147525358.181908	-1.000000	1785614323.733383	18568744461.439999	0.025727	0.017000	0.494000	0.043000	1.031170	0.096162	0.000000	0.000000	0.000000	0.000000
166	229395331199.986389	7408183998.742941	-1.000000	0.000000	18568744461.439999	0.006102	0.027000	0.732000	0.042000	0.398960	0.000000	0.000000	0.000000	0.000000	0.000000
167	1241307627119.668213	23503877282.659569	-1.000000	1108374348.426581	18568744461.439999	0.017545	0.031000	0.759000	0.041000	1.265776	0.059690	0.000000	0.000000	0.000000	0.000000
168	1071500811259.929932	17648442920.262566	-1.000000	693752231.477145	18568744461.439999	0.035265	0.029000	0.679000	0.039000	0.950438	0.037361	0.000000	0.000000	0.000000	0.000000
169	1094571296280.203613	14050491292.581074	-1.000000	1257184448.499587	18568744461.439999	0.037403	0.028000	0.585000	0.044000	0.756674	0.067704	0.000000	0.000000	0.000000	0.000000
170	276300971100.012878	7161080405.902575	-1.000000	849630906.431090	18568744461.439999	0.009442	0.024000	0.495000	0.043000	0.385652	0.045756	0.000000	0.000000	0.000000	0.000000
171	1329902661779.789307	15422604042.650261	-1.000000	1182303306.542102	18568744461.439999	0.045445	0.027000	0.615000	0.047000	0.830568	0.063672	0.000000	0.000000	0.000000	0.000000
172	1800585871199.396729	28193724023.171154	-1.000000	1443314876.033494	18568744461.439999	0.025450	0.024000	0.500000	0.065000	1.518343	0.077728	0.000000	0.000000	0.000000	0.000000
173	1814711798279.664551	23841441168.378632	-1.000000	679212515.186702	18568744461.439999	0.048813	0.028000	0.647000	0.044000	1.283955	0.036578	0.000000	0.000000	0.000000	0.000000
174	826948835279.869141	19241093434.256687	-1.000000	566114561.680828	18568744461.439999	0.011688	0.035000	0.923000	0.041000	1.036209	0.030487	0.000000	0.000000	0.000000	0.000000
175	1093192950359.916870	19182304330.720875	-1.000000	1326216806.575330	18568744461.439999	0.021865	0.021000	0.555000	0.054000	1.033043	0.071422	0.000000	0.000000	0.000000	0.000000
176	268531996559.989624	7000565815.915761	-1.000000	1742709193.098397	18568744461.439999	0.012245	0.020000	0.480000	0.042000	0.377008	0.093852	0.000000	0.000000	0.000000	0.000000
177	779544293220.038818	11923529420.427393	-1.000000	2181827240.686997	18568744461.439999	0.026638	0.028000	0.633000	0.053000	0.642129	0.117500	0.000000	0.000000	0.000000	0.000000
178	636443313659.940918	10800714198.999493	-1.000000	936568266.463529	18568744461.439999	0.021748	0.026000	0.636000	0.039000	0.581661	0.050438	0.000000	0.000000	0.000000	0.000000
179	987513814980.181152	13371027264.926695	-1.000000	2361039941.644753	18568744461.439999	0.033745	0.039000	0.574000	0.036000	0.720082	0.127151	0.000000	0.000000	0.000000	0.000000
180	780080799960.039185	11927519457.857471	-1.000000	854977344.955759	18568744461.439999	0.026657	0.031000	0.560000	0.039000	0.642344	0.046044	0.000000	0.000000	0.000000	0.000000
181	595751722079.987793	11463135098.785919	-1.000000	1394424757.277176	18568744461.439999	0.019062	0.019000	0.500000	0.047000	0.617335	0.075095	0.000000	0.000000	0.000000	0.000000
182	771106505400.033081	11860580014.716774	-1.000000	1741806546.317938	18568744461.439999	0.026350	0.025000	0.608000	0.052000	0.638739	0.093803	0.000000	0.000000	0.000000	0.000000
183	594771128639.981812	16345010628.576645	-1.000000	1443274906.309475	18568744461.439999	0.008407	0.025000	0.485000	0.050000	0.880243	0.077726	0.000000	0.000000	0.000000	0.000000
184	221464581279.996765	6456786864.802176	-1.000000	681151264.578703	18568744461.439999	0.009688	0.019000	0.467000	0.040000	0.347723	0.036683	0.000000	0.000000	0.000000	0.000000
185	580496272719.969727	11714064341.327505	-1.000000	0.000000	18568744461.439999	0.015480	0.030000	0.716000	0.036000	0.630848	0.000000	0.000000	0.000000	0.000000	0.000000
186	1999629024479.300293	29668287057.924019	-1.000000	1155558213.078092	18568744461.439999	0.028263	0.037000	0.881000	0.041000	1.597754	0.062231	0.000000	0.000000	0.000000	0.000000
187	1243037343239.942383	14933584878.842606	-1.000000	844256221.523300	18568744461.439999	0.042477	0.025000	0.594000	0.042000	0.804232	0.045467	0.000000	0.000000	0.000000	0.000000
188	996630765119.786865	21097450729.624596	-1.000000	1405783181.366054	18568744461.439999	0.014087	0.024000	0.606000	0.038000	1.136181	0.075707	0.000000	0.000000	0.000000	0.000000
189	1398962067839.591797	24923537903.353741	-1.000000	2054206946.413851	18568744461.439999	0.019773	0.024000	0.466000	0.036000	1.342231	0.110627	0.000000	0.000000	0.000000	0.000000
190	937618688160.147095	13040346784.510744	-1.000000	1621924210.118714	18568744461.439999	0.032040	0.025000	0.549000	0.037000	0.702274	0.087347	0.000000	0.000000	0.000000	0.000000
191	428863978619.930847	8898181464.185186	-1.000000	1089841122.385250	18568744461.439999	0.014655	0.021000	0.506000	0.039000	0.479202	0.058692	0.000000	0.000000	0.000000	0.000000
192	1137150422100.128662	14310340456.523954	-1.000000	1193839215.703761	18568744461.439999	0.038858	0.022000	0.604000	0.048000	0.770668	0.064293	0.000000	0.000000	0.000000	0.000000
193	786372560820.043579	11974201007.119202	-1.000000	2239836527.699287	18568744461.439999	0.026872	0.024000	0.535000	0.032000	0.644858	0.120624	0.000000	0.000000	0.000000	0.000000
194	2389593465639.494629	30239052961.517426	-1.000000	1573599001.542465	18568744461.439999	0.040583	0.027000	0.585000	0.047000	1.628492	0.084745	0.000000	0.000000	0.000000	0.000000
195	1232746168499.960449	14874369095.913811	-1.000000	2416489461.348445	18568744461.439999	0.042125	0.026000	0.612000	0.039000	0.801043	0.130137	0.000000	0.000000	0.000000	0.000000
196	1106569537920.182373	14124280318.122250	-1.000000	1443454809.481789	18568744461.439999	0.037813	0.022000	0.531000	0.042000	0.760648	0.077736	0.000000	0.000000	0.000000	0.000000
197	393844720499.949707	8532328058.771707	-1.000000	1307241399.461399	18568744461.439999	0.013458	0.021000	0.519000	0.036000	0.459499	0.070400	0.000000	0.000000	0.000000	0.000000
198	286288022720.003784	9484593208.825403	-1.000000	1316203087.142287	18568744461.439999	0.006027	0.017000	0.448000	0.037000	0.510783	0.070883	0.000000	0.000000	0.000000	0.000000
199	1521397802519.537842	25260774213.206799	-1.000000	380525174.741922	18568744461.439999	0.024238	0.020000	0.530000	0.043000	1.360392	0.020493	0.000000	0.000000	0.000000	0.000000
200	438720011199.918396	8390939971.643051	-1.000000	0.000000	18568744461.439999	0.023185	0.028000	0.579000	0.039000	0.451885	0.000000	0.000000	0.000000	0.000000	0.000000
201	1365019466579.727539	15615074081.755863	-1.000000	1186308317.161089	18568744461.439999	0.046645	0.024000	0.588000	0.036000	0.840933	0.063887	0.000000	0.000000	0.000000	0.000000
202	1009900778040.196533	13516384895.728596	-1.000000	1806228234.806753	18568744461.439999	0.034510	0.027000	0.676000	0.052000	0.727911	0.097273	0.000000	0.000000	0.000000	0.000000
203	1498011978239.543701	25772348971.385368	-1.000000	2645234612.212078	18568744461.439999	0.021173	0.020000	0.526000	0.036000	1.387942	0.142456	0.000000	0.000000	0.000000	0.000000
204	2658782594878.980469	34046085933.756737	-1.000000	1307357250.989473	18568744461.439999	0.037580	0.027000	0.618000	0.036000	1.833516	0.070406	0.000000	0.000000	0.000000	0.000000
205	377310558239.958557	8353699270.377039	-1.000000	1227949540.223104	18568744461.439999	0.012893	0.024000	0.522000	0.038000	0.449880	0.066130	0.000000	0.000000	0.000000	0.000000
206	2753539531439.226562	34247187411.597416	-1.000000	1039345882.245334	18568744461.439999	0.043587	0.042000	0.831000	0.043000	1.844346	0.055973	0.000000	0.000000	0.000000	0.000000
207	2475863849039.918457	31732587397.041164	-1.000000	1654450580.936415	18568744461.439999	0.048567	0.020000	0.564000	0.038000	1.708925	0.089099	0.000000	0.000000	0.000000	0.000000
208	1006348651019.711182	17080047343.347109	-1.000000	1102341732.414356	18568744461.439999	0.026117	0.027000	0.561000	0.038000	0.919828	0.059365	0.000000	0.000000	0.000000	0.000000
209	183046345020.010864	5838016615.061447	-1.000000	974804658.424508	18568744461.439999	0.006255	0.025000	0.577000	0.048000	0.314400	0.052497	0.000000	0.000000	0.000000	0.000000
210	1806978585599.401855	27338980788.518879	-1.000000	1320809895.081357	18568744461.439999	0.029328	0.021000	0.556000	0.044000	1.472312	0.071131	0.000000	0.000000	0.000000	0.000000
211	137255724320.008270	3263047894.870224	-1.000000	1555837771.217315	18568744461.439999	0.011202	0.019000	0.475000	0.051000	0.175728	0.083788	0.000000	0.000000	0.000000	0.000000
212	1238403875939.950439	14906958486.177040	-1.000000	865647292.702007	18568744461.439999	0.042318	0.029000	0.613000	0.042000	0.802798	0.046619	0.000000	0.000000	0.000000	0.000000
213	1334920580999.621582	22703147795.588779	-1.000000	1327439437.870071	18568744461.439999	0.024742	0.019000	0.538000	0.046000	1.222654	0.071488	0.000000	0.000000	0.000000	0.000000
214	579671145899.902100	10317955658.396776	-1.000000	2006988466.953718	18568744461.439999	0.019808	0.023000	0.485000	0.035000	0.555663	0.108084	0.000000	0.000000	0.000000	0.000000
215	832804780500.075317	12312595996.407820	-1.000000	1736105345.832812	18568744461.439999	0.028458	0.026000	0.565000	0.039000	0.663082	0.093496	0.000000	0.000000	0.000000	0.000000
216	190244672239.996490	6735713051.063063	-1.000000	792538912.466027	18568744461.439999	0.005082	0.019000	0.417000	0.042000	0.362745	0.042681	0.000000	0.000000	0.000000	0.000000
217	850509502920.087402	12438910568.227175	-1.000000	1327913576.080159	18568744461.439999	0.029063	0.027000	0.581000	0.039000	0.669884	0.071513	0.000000	0.000000	0.000000	0.000000
218	1144265776319.519531	18730243859.359333	-1.000000	1750108184.039351	18568744461.439999	0.035022	0.021000	0.599000	0.042000	1.008697	0.094250	0.000000	0.000000	0.000000	0.000000
219	229332244680.014252	6529372782.384479	-1.000000	1231494642.072532	18568744461.439999	0.007837	0.023000	0.562000	0.039000	0.351632	0.066321	0.000000	0.000000	0.000000	0.000000
220	2436459531299.074707	31334421904.598072	-1.000000	1497578480.882444	18568744461.439999	0.040762	0.025000	0.568000	0.040000	1.687482	0.080650	0.000000	0.000000	0.000000	0.000000
221	246159046980.015472	6762712454.688295	-1.000000	1118791773.535114	18568744461.439999	0.008412	0.027000	0.595000	0.038000	0.364199	0.060251	0.000000	0.000000	0.000000	0.000000
222	499022881920.009155	14981891941.823942	-1.000000	1367283055.386835	18568744461.439999	0.007053	0.019000	0.468000	0.042000	0.806834	0.073634	0.000000	0.000000	0.000000	0.000000
223	961078664700.163086	13197010580.026777	-1.000000	1016101026.785673	18568744461.439999	0.032842	0.027000	0.617000	0.037000	0.710711	0.054721	0.000000	0.000000	0.000000	0.000000
224	971934271719.891968	16628071346.213402	-1.000000	1224949169.413340	18568744461.439999	0.031210	0.025000	0.639000	0.036000	0.895487	0.065968	0.000000	0.000000	0.000000	0.000000
225	415590430319.959534	9928717010.783241	-1.000000	649845025.750411	18568744461.439999	0.011093	0.019000	0.502000	0.047000	0.534701	0.034997	0.000000	0.000000	0.000000	0.000000
226	973649084999.919312	17257125381.426067	-1.000000	317668429.768361	18568744461.439999	0.030302	0.024000	0.614000	0.042000	0.929364	0.017108	0.000000	0.000000	0.000000	0.000000
227	2693103537418.872070	32445332841.391773	-1.000000	2096262360.718641	18568744461.439999	0.047178	0.021000	0.542000	0.038000	1.747309	0.112892	0.000000	0.000000	0.000000	0.000000
228	383651092439.955139	8422672395.106962	-1.000000	1532431118.011078	18568744461.439999	0.013110	0.024000	0.610000	0.051000	0.453594	0.082527	0.000000	0.000000	0.000000	0.000000
229	933521727600.144287	13012766392.498816	-1.000000	896701825.495517	18568744461.439999	0.031900	0.025000	0.586000	0.039000	0.700789	0.048291	0.000000	0.000000	0.000000	0.000000
230	535407036959.932678	10672561916.328615	-1.000000	881297132.572830	18568744461.439999	0.024317	0.043000	1.078000	0.038000	0.574759	0.047461	0.000000	0.000000	0.000000	0.000000
231	423596457899.933716	8844174387.936098	-1.000000	1085642238.550411	18568744461.439999	0.014475	0.023000	0.658000	0.046000	0.476294	0.058466	0.000000	0.000000	0.000000	0.000000
232	2779781698639.324707	34263667477.492622	-1.000000	988090401.294764	18568744461.439999	0.045728	0.043000	1.001000	0.035000	1.845233	0.053213	0.000000	0.000000	0.000000	0.000000
233	321983741039.980957	8144955573.186045	-1.000000	1433403260.873351	18568744461.439999	0.012065	0.023000	0.477000	0.040000	0.438638	0.077194	0.000000	0.000000	0.000000	0.000000
234	289613672479.934448	8030755133.343140	-1.000000	823323837.761491	18568744461.439999	0.016013	0.022000	0.472000	0.037000	0.432488	0.044339	0.000000	0.000000	0.000000	0.000000
235	1330878128579.787598	15427989766.027882	-1.000000	2533938661.661283	18568744461.439999	0.045478	0.026000	0.644000	0.081000	0.830858	0.136463	0.000000	0.000000	0.000000	0.000000
236	798593256559.961670	11150698648.670202	-1.000000	2538327398.466061	18568744461.439999	0.042782	0.032000	0.607000	0.047000	0.600509	0.136699	0.000000	0.000000	0.000000	0.000000
237	227820271140.014130	6507982754.229753	-1.000000	1110597237.840889	18568744461.439999	0.007785	0.033000	0.853000	0.086000	0.350480	0.059810	0.000000	0.000000	0.000000	0.000000
238	399471657800.004333	11916323935.368765	-1.000000	1820767537.077405	18568744461.439999	0.007233	0.027000	0.570000	0.054000	0.641741	0.098056	0.000000	0.000000	0.000000	0.000000
239	588108933719.907837	10391250593.474752	-1.000000	1951441901.256801	18568744461.439999	0.020097	0.027000	0.633000	0.039000	0.559610	0.105093	0.000000	0.000000	0.000000	0.000000
240	351100941519.971924	9130688267.518007	-1.000000	0.000000	18568744461.439999	0.009378	0.026000	0.777000	0.083000	0.491724	0.000000	0.000000	0.000000	0.000000	0.000000
241	526118018579.878540	9838965464.003490	-1.000000	3083152362.400483	18568744461.439999	0.017978	0.039000	0.829000	0.054000	0.529867	0.166040	0.000000	0.000000	0.000000	0.000000
242	957453776719.963501	16939653693.243742	-1.000000	2639141310.692889	18568744461.439999	0.032723	0.047000	1.125000	0.046000	0.912267	0.142128	0.000000	0.000000	0.000000	0.000000
243	1047700116540.222412	13757799970.751322	-1.000000	1655757165.248000	18568744461.439999	0.035802	0.027000	0.859000	0.056000	0.740912	0.089169	0.000000	0.000000	0.000000	0.000000
244	3357320296318.641602	38061243460.122391	-1.000000	2704839924.671141	18568744461.439999	0.047453	0.025000	0.701000	0.059000	2.049748	0.145666	0.000000	0.000000	0.000000	0.000000
245	872603825940.102539	12594542521.268274	-1.000000	1541429383.000824	18568744461.439999	0.029818	0.042000	0.753000	0.036000	0.678266	0.083012	0.000000	0.000000	0.000000	0.000000
246	232453738440.014465	6573305614.799407	-1.000000	1555842309.126173	18568744461.439999	0.007943	0.020000	0.551000	0.043000	0.353998	0.083788	0.000000	0.000000	0.000000	0.000000
247	580744159379.902832	10327307720.743942	-1.000000	1514442882.973360	18568744461.439999	0.019845	0.025000	0.608000	0.041000	0.556166	0.081559	0.000000	0.000000	0.000000	0.000000
248	2435928608699.021484	30920033723.151340	-1.000000	1146466424.705502	18568744461.439999	0.042683	0.023000	0.593000	0.045000	1.665166	0.061742	0.000000	0.000000	0.000000	0.000000
249	1008583897860.195557	13507884322.134962	-1.000000	2165195889.213667	18568744461.439999	0.034465	0.026000	0.578000	0.046000	0.727453	0.116604	0.000000	0.000000	0.000000	0.000000
250	1795054359920.601074	26189540507.390999	-1.000000	2176805598.272679	18568744461.439999	0.044580	0.028000	0.507000	0.047000	1.410410	0.117230	0.000000	0.000000	0.000000	0.000000
251	459591182819.914307	9206526291.843836	-1.000000	1720419608.128914	18568744461.439999	0.015705	0.026000	0.585000	0.037000	0.495808	0.092651	0.000000	0.000000	0.000000	0.000000
252	778812693120.038330	11918086058.326693	-1.000000	2056711291.758181	18568744461.439999	0.026613	0.024000	0.578000	0.035000	0.641836	0.110762	0.000000	0.000000	0.000000	0.000000
253	998926776540.188965	13445357335.046280	-1.000000	1331301020.425664	18568744461.439999	0.034135	0.030000	0.611000	0.038000	0.724085	0.071696	0.000000	0.000000	0.000000	0.000000
254	309222975599.995178	7571404733.041205	-1.000000	2487756673.174774	18568744461.439999	0.010567	0.024000	0.552000	0.035000	0.407750	0.133975	0.000000	0.000000	0.000000	0.000000
255	1880415382319.358154	28795250692.572891	-1.000000	2322496151.106396	18568744461.439999	0.026578	0.019000	0.507000	0.039000	1.550738	0.125076	0.000000	0.000000	0.000000	0.000000
256	90591637120.006393	2656054620.442139	-1.000000	862801246.248652	18568744461.439999	0.007393	0.019000	0.133000	0.041000	0.143039	0.046465	0.000000	0.000000	0.000000	0.000000
257	1203043204440.012695	14701860963.829067	-1.000000	1717603436.574362	18568744461.439999	0.041110	0.031000	0.576000	0.035000	0.791753	0.092500	0.000000	0.000000	0.000000	0.000000
258	1473666511599.929443	21262025666.376202	-1.000000	2316077535.406559	18568744461.439999	0.042653	0.025000	0.613000	0.075000	1.145044	0.124730	0.000000	0.000000	0.000000	0.000000
259	1204360084620.010254	14709560102.153744	-1.000000	960721167.947089	18568744461.439999	0.041155	0.039000	0.739000	0.045000	0.792168	0.051739	0.000000	0.000000	0.000000	0.000000
260	2842279885100.075684	32926942465.613968	-1.000000	766519546.197783	18568744461.439999	0.049265	0.025000	0.666000	0.052000	1.773245	0.041280	0.000000	0.000000	0.000000	0.000000
261	938057648220.147339	13043297878.822975	-1.000000	1436848504.752983	18568744461.439999	0.032055	0.031000	0.663000	0.036000	0.702433	0.077380	0.000000	0.000000	0.000000	0.000000
262	434424139379.927856	8954814052.390385	-1.000000	1118826351.891919	18568744461.439999	0.014845	0.025000	0.584000	0.043000	0.482252	0.060253	0.000000	0.000000	0.000000	0.000000
263	1372364874639.807617	18382887560.654411	-1.000000	2133228887.361749	18568744461.439999	0.039722	0.024000	0.514000	0.041000	0.989991	0.114883	0.000000	0.000000	0.000000	0.000000
264	840706061580.080688	12369147218.370537	-1.000000	1282410696.487957	18568744461.439999	0.028728	0.027000	0.455000	0.039000	0.666127	0.069063	0.000000	0.000000	0.000000	0.000000
265	387290971460.009399	12596527701.097939	-1.000000	1492801917.798437	18568744461.439999	0.008537	0.019000	0.455000	0.040000	0.678373	0.080393	0.000000	0.000000	0.000000	0.000000
266	1396380724199.672363	15784554031.588293	-1.000000	1209039935.149665	18568744461.439999	0.047717	0.028000	0.654000	0.043000	0.850060	0.065112	0.000000	0.000000	0.000000	0.000000
267	420231097439.935486	8809485972.508633	-1.000000	2273221970.491618	18568744461.439999	0.014360	0.019000	0.503000	0.044000	0.474426	0.122422	0.000000	0.000000	0.000000	0.000000
268	185680105380.011047	5879600466.322795	-1.000000	3125686010.916157	18568744461.439999	0.006345	0.025000	0.534000	0.048000	0.316640	0.168330	0.000000	0.000000	0.000000	0.000000
269	2259988788959.174316	31480889310.696655	-1.000000	326847484.077470	18568744461.439999	0.031943	0.026000	0.599000	0.034000	1.695370	0.017602	0.000000	0.000000	0.000000	0.000000
270	406347610480.007263	11584463648.158094	-1.000000	490557724.941766	18568744461.439999	0.008618	0.019000	0.474000	0.039000	0.623869	0.026418	0.000000	0.000000	0.000000	0.000000
271	1904706193679.346191	28975528106.760292	-1.000000	2445678387.156701	18568744461.439999	0.026922	0.022000	0.485000	0.036000	1.560446	0.131709	0.000000	0.000000	0.000000	0.000000
272	504560202299.890137	9638893397.822891	-1.000000	1361799300.366080	18568744461.439999	0.017242	0.025000	0.533000	0.040000	0.519092	0.073338	0.000000	0.000000	0.000000	0.000000
273	554342607280.018311	14322434896.020027	-1.000000	0.000000	18568744461.439999	0.009657	0.026000	0.689000	0.040000	0.771320	0.000000	0.000000	0.000000	0.000000	0.000000
274	255578708079.942871	8979033066.075325	-1.000000	1741954681.354893	18568744461.439999	0.009870	0.022000	0.459000	0.041000	0.483556	0.093811	0.000000	0.000000	0.000000	0.000000
275	1046037803759.762817	21606412550.134270	-1.000000	1848833048.317334	18568744461.439999	0.014785	0.021000	0.487000	0.038000	1.163590	0.099567	0.000000	0.000000	0.000000	0.000000
276	1302076335879.820068	19842208896.433567	-1.000000	1147776306.834113	18568744461.439999	0.038983	0.026000	0.672000	0.036000	1.068581	0.061812	0.000000	0.000000	0.000000	0.000000
277	826171606260.070801	12264894400.933699	-1.000000	1714943976.506636	18568744461.439999	0.028232	0.027000	0.594000	0.038000	0.660513	0.092356	0.000000	0.000000	0.000000	0.000000
278	463264527520.011475	13049620997.462385	-1.000000	3792751926.284381	18568744461.439999	0.008290	0.028000	0.790000	0.040000	0.702773	0.204255	0.000000	0.000000	0.000000	0.000000
279	702674165999.953125	15521641913.569437	-1.000000	611473103.740209	18568744461.439999	0.014308	0.019000	0.516000	0.041000	0.835902	0.032930	0.000000	0.000000	0.000000	0.000000
280	457250062499.915588	9183420879.737679	-1.000000	1736105345.832812	18568744461.439999	0.015625	0.024000	0.544000	0.042000	0.494563	0.093496	0.000000	0.000000	0.000000	0.000000
281	435881816519.972351	10486219975.333487	-1.000000	0.000000	18568744461.439999	0.011077	0.022000	0.550000	0.038000	0.564724	0.000000	0.000000	0.000000	0.000000	0.000000
282	1196702670240.023926	14664723855.410091	-1.000000	1289461513.684968	18568744461.439999	0.040893	0.024000	0.630000	0.039000	0.789753	0.069443	0.000000	0.000000	0.000000	0.000000
283	1074915640260.238159	13928621561.699848	-1.000000	2527749899.002398	18568744461.439999	0.036732	0.030000	0.592000	0.036000	0.750111	0.136129	0.000000	0.000000	0.000000	0.000000
284	889918361640.114380	12715002685.125246	-1.000000	675962878.710803	18568744461.439999	0.030410	0.027000	0.607000	0.048000	0.684753	0.036403	0.000000	0.000000	0.000000	0.000000
285	920157832440.135132	12922334809.674984	-1.000000	2397450826.538687	18568744461.439999	0.031443	0.032000	0.593000	0.042000	0.695919	0.129112	0.000000	0.000000	0.000000	0.000000
286	641320647659.944336	10841096802.156969	-1.000000	776588213.143401	18568744461.439999	0.021915	0.026000	0.592000	0.041000	0.583836	0.041822	0.000000	0.000000	0.000000	0.000000
287	1356581678759.742432	15569091269.332615	-1.000000	2049514242.329347	18568744461.439999	0.046357	0.023000	0.511000	0.035000	0.838457	0.110374	0.000000	0.000000	0.000000	0.000000
288	1252498067759.893311	19684652725.326717	-1.000000	1630654792.539599	18568744461.439999	0.026898	0.021000	0.460000	0.045000	1.060096	0.087817	0.000000	0.000000	0.000000	0.000000
289	784763040600.042480	11962278572.417377	-1.000000	1011595856.489072	18568744461.439999	0.026817	0.029000	0.518000	0.036000	0.644216	0.054478	0.000000	0.000000	0.000000	0.000000
290	1649212222960.334961	25552586750.010071	-1.000000	1347590762.947927	18568744461.439999	0.037133	0.027000	0.576000	0.040000	1.376107	0.072573	0.000000	0.000000	0.000000	0.000000
291	2692369316158.963867	34220972607.721210	-1.000000	886454945.698530	18568744461.439999	0.038215	0.024000	0.584000	0.047000	1.842934	0.047739	0.000000	0.000000	0.000000	0.000000
292	175388930640.010284	5715352964.532712	-1.000000	1106477191.401605	18568744461.439999	0.005993	0.022000	0.625000	0.045000	0.307794	0.059588	0.000000	0.000000	0.000000	0.000000
293	1283796691119.680664	23834069963.986420	-1.000000	1826929381.451901	18568744461.439999	0.018673	0.020000	0.525000	0.047000	1.283559	0.098387	0.000000	0.000000	0.000000	0.000000
294	2647462605118.985840	33976355488.817036	-1.000000	800602887.894761	18568744461.439999	0.037420	0.025000	0.634000	0.038000	1.829761	0.043116	0.000000	0.000000	0.000000	0.000000
295	207579335040.012665	6214319654.111519	-1.000000	1579141574.005990	18568744461.439999	0.007093	0.022000	0.532000	0.044000	0.334666	0.085043	0.000000	0.000000	0.000000	0.000000
296	300071054719.946716	6196646243.974091	-1.000000	1184264554.529051	18568744461.439999	0.019257	0.045000	1.043000	0.039000	0.333714	0.063777	0.000000	0.000000	0.000000	0.000000
297	562291367999.945801	14018601846.300779	-1.000000	1835152472.080006	18568744461.439999	0.010228	0.015000	0.418000	0.044000	0.754957	0.098830	0.000000	0.000000	0.000000	0.000000
298	2999443536718.815430	36070902102.149101	-1.000000	1405803446.044786	18568744461.439999	0.042395	0.021000	0.519000	0.043000	1.942560	0.075708	0.000000	0.000000	0.000000	0.000000
299	1258108305299.915771	15019800979.247604	-1.000000	1246239451.306873	18568744461.439999	0.042992	0.028000	0.583000	0.038000	0.808875	0.067115	0.000000	0.000000	0.000000	0.000000
